transaction_id,date,company_id,cost_center_id,account_id,business_unit_id,customer_id,product_id,transaction_type,amount,description
TXN-000296,2023-01-04,1,1000,5000,10,CUST-NA,PROD-05,Expense,-1710.48,Raw material purchase - Production
TXN-000330,2023-01-04,1,3000,5200,10,CUST-NA,PROD-NA,Expense,-17582.62,Freight & warehousing - Logistics
TXN-000353,2023-01-04,1,2000,5500,10,CUST-NA,PROD-NA,Expense,-16596.69,Payroll run - Procurement
TXN-000399,2023-01-04,1,5000,5800,30,CUST-NA,PROD-NA,Expense,-403.0,Travel expenses - Marketing
TXN-000406,2023-01-04,1,7000,5800,40,CUST-NA,PROD-NA,Expense,-755.99,Travel expenses - HR
TXN-000430,2023-01-04,1,1000,6200,10,CUST-NA,PROD-NA,Expense,-511.77,Other operating expense - Production
TXN-000448,2023-01-04,1,4000,6200,20,CUST-NA,PROD-NA,Expense,-286.97,Other operating expense - Sales
TXN-000454,2023-01-04,1,6000,6200,40,CUST-NA,PROD-NA,Expense,-667.58,Other operating expense - IT
TXN-000011,2023-01-05,1,4000,4000,20,CUST-026,PROD-01,Revenue,5621.35,Product revenue - CNC Mounting Frame X200
TXN-000022,2023-01-05,1,4000,4000,20,CUST-012,PROD-01,Revenue,21328.65,Product revenue - CNC Mounting Frame X200
TXN-000025,2023-01-05,1,4000,4000,20,CUST-013,PROD-01,Revenue,14118.45,Product revenue - CNC Mounting Frame X200
TXN-000031,2023-01-05,1,4000,4000,20,CUST-004,PROD-02,Revenue,4435.2,Product revenue - Precision Gear Assembly G12
TXN-000035,2023-01-05,1,4000,4000,20,CUST-013,PROD-02,Revenue,1687.9,Product revenue - Precision Gear Assembly G12
TXN-000039,2023-01-05,1,4000,4000,20,CUST-025,PROD-02,Revenue,19593.02,Product revenue - Precision Gear Assembly G12
TXN-000053,2023-01-05,1,4000,4000,20,CUST-008,PROD-02,Revenue,5970.02,Product revenue - Precision Gear Assembly G12
TXN-000077,2023-01-05,1,4000,4000,20,CUST-011,PROD-03,Revenue,2958.73,Product revenue - Automation Controller AC-500
TXN-000080,2023-01-05,1,4000,4000,20,CUST-026,PROD-03,Revenue,3822.91,Product revenue - Automation Controller AC-500
TXN-000087,2023-01-05,1,4000,4000,20,CUST-009,PROD-03,Revenue,2150.54,Product revenue - Automation Controller AC-500
TXN-000123,2023-01-05,1,4000,4000,20,CUST-013,PROD-04,Revenue,1970.73,Product revenue - Robotic Arm Interface RAI-3
TXN-000128,2023-01-05,1,4000,4000,20,CUST-003,PROD-04,Revenue,1642.37,Product revenue - Robotic Arm Interface RAI-3
TXN-000140,2023-01-05,1,4000,4000,20,CUST-004,PROD-05,Revenue,1142.0,Product revenue - Spare Parts Kit Standard
TXN-000163,2023-01-05,1,4000,4000,20,CUST-024,PROD-05,Revenue,1321.6,Product revenue - Spare Parts Kit Standard
TXN-000223,2023-01-05,1,4000,4100,20,CUST-025,PROD-07,Revenue,2961.61,Service revenue - Installation & Commissioning
TXN-000244,2023-01-05,1,4000,4100,20,CUST-013,PROD-08,Revenue,2655.86,Service revenue - Maintenance Contract Service
TXN-000247,2023-01-05,1,4000,4100,20,CUST-013,PROD-08,Revenue,452.09,Service revenue - Maintenance Contract Service
TXN-000277,2023-01-05,1,1000,5000,10,CUST-NA,PROD-03,Expense,-10278.07,Raw material purchase - Production
TXN-000311,2023-01-05,1,1000,5000,10,CUST-NA,PROD-06,Expense,-1444.05,Raw material purchase - Production
TXN-000320,2023-01-05,1,1000,5100,10,CUST-NA,PROD-NA,Expense,-11074.83,External service invoice - Production
TXN-000327,2023-01-05,1,2000,5100,10,CUST-NA,PROD-NA,Expense,-8068.44,External service invoice - Procurement
TXN-000341,2023-01-05,1,1000,5300,10,CUST-NA,PROD-NA,Expense,-3298.29,Energy invoice - Production
TXN-000375,2023-01-05,1,5000,5700,30,CUST-NA,PROD-NA,Expense,-2265.53,Marketing campaign spend - Marketing
TXN-000385,2023-01-05,1,4000,5800,20,CUST-NA,PROD-NA,Expense,-620.85,Travel expenses - Sales
TXN-000394,2023-01-05,1,5000,5800,30,CUST-NA,PROD-NA,Expense,-360.57,Travel expenses - Marketing
TXN-000412,2023-01-05,1,6000,6000,40,CUST-NA,PROD-NA,Expense,-2226.37,Consulting services - IT
TXN-000462,2023-01-05,1,8000,6200,40,CUST-NA,PROD-NA,Expense,-458.42,Other operating expense - Finance & Administration
TXN-000002,2023-01-06,1,4000,4000,20,CUST-012,PROD-01,Revenue,13982.41,Product revenue - CNC Mounting Frame X200
TXN-000013,2023-01-06,1,4000,4000,20,CUST-026,PROD-01,Revenue,4721.35,Product revenue - CNC Mounting Frame X200
TXN-000018,2023-01-06,1,4000,4000,20,CUST-013,PROD-01,Revenue,6120.87,Product revenue - CNC Mounting Frame X200
TXN-000038,2023-01-06,1,4000,4000,20,CUST-028,PROD-02,Revenue,37705.94,Product revenue - Precision Gear Assembly G12
TXN-000040,2023-01-06,1,4000,4000,20,CUST-011,PROD-02,Revenue,6021.47,Product revenue - Precision Gear Assembly G12
TXN-000067,2023-01-06,1,4000,4000,20,CUST-016,PROD-03,Revenue,295.76,Product revenue - Automation Controller AC-500
TXN-000089,2023-01-06,1,4000,4000,20,CUST-028,PROD-03,Revenue,2149.7,Product revenue - Automation Controller AC-500
TXN-000092,2023-01-06,1,4000,4000,20,CUST-012,PROD-03,Revenue,2851.82,Product revenue - Automation Controller AC-500
TXN-000112,2023-01-06,1,4000,4000,20,CUST-028,PROD-04,Revenue,4083.0,Product revenue - Robotic Arm Interface RAI-3
TXN-000156,2023-01-06,1,4000,4000,20,CUST-013,PROD-05,Revenue,5703.5,Product revenue - Spare Parts Kit Standard
TXN-000170,2023-01-06,1,4000,4000,20,CUST-034,PROD-06,Revenue,1305.37,Product revenue - Spare Parts Kit Premium
TXN-000183,2023-01-06,1,4000,4000,20,CUST-013,PROD-06,Revenue,1049.82,Product revenue - Spare Parts Kit Premium
TXN-000184,2023-01-06,1,4000,4000,20,CUST-011,PROD-06,Revenue,2212.49,Product revenue - Spare Parts Kit Premium
TXN-000288,2023-01-06,1,1000,5000,10,CUST-NA,PROD-04,Expense,-7076.51,Raw material purchase - Production
TXN-000297,2023-01-06,1,1000,5000,10,CUST-NA,PROD-05,Expense,-6297.75,Raw material purchase - Production
TXN-000309,2023-01-06,1,1000,5000,10,CUST-NA,PROD-06,Expense,-894.95,Raw material purchase - Production
TXN-000340,2023-01-06,1,1000,5300,10,CUST-NA,PROD-NA,Expense,-3294.88,Energy invoice - Production
TXN-000342,2023-01-06,1,1000,5300,10,CUST-NA,PROD-NA,Expense,-11162.5,Energy invoice - Production
TXN-000362,2023-01-06,1,6000,5500,40,CUST-NA,PROD-NA,Expense,-15463.6,Payroll run - IT
TXN-000389,2023-01-06,1,4000,5800,20,CUST-NA,PROD-NA,Expense,-1833.26,Travel expenses - Sales
TXN-000415,2023-01-06,1,7000,6000,40,CUST-NA,PROD-NA,Expense,-910.94,Consulting services - HR
TXN-000433,2023-01-06,1,2000,6200,10,CUST-NA,PROD-NA,Expense,-199.79,Other operating expense - Procurement
TXN-000445,2023-01-06,1,4000,6200,20,CUST-NA,PROD-NA,Expense,-1036.06,Other operating expense - Sales
TXN-000453,2023-01-06,1,6000,6200,40,CUST-NA,PROD-NA,Expense,-566.03,Other operating expense - IT
TXN-000005,2023-01-09,1,4000,4000,20,CUST-014,PROD-01,Revenue,8689.91,Product revenue - CNC Mounting Frame X200
TXN-000037,2023-01-09,1,4000,4000,20,CUST-025,PROD-02,Revenue,22356.74,Product revenue - Precision Gear Assembly G12
TXN-000057,2023-01-09,1,4000,4000,20,CUST-010,PROD-02,Revenue,15309.83,Product revenue - Precision Gear Assembly G12
TXN-000060,2023-01-09,1,4000,4000,20,CUST-013,PROD-02,Revenue,1517.52,Product revenue - Precision Gear Assembly G12
TXN-000078,2023-01-09,1,4000,4000,20,CUST-004,PROD-03,Revenue,6500.62,Product revenue - Automation Controller AC-500
TXN-000118,2023-01-09,1,4000,4000,20,CUST-015,PROD-04,Revenue,1779.73,Product revenue - Robotic Arm Interface RAI-3
TXN-000129,2023-01-09,1,4000,4000,20,CUST-013,PROD-04,Revenue,3191.66,Product revenue - Robotic Arm Interface RAI-3
TXN-000154,2023-01-09,1,4000,4000,20,CUST-026,PROD-05,Revenue,4181.82,Product revenue - Spare Parts Kit Standard
TXN-000256,2023-01-09,1,1000,5000,10,CUST-NA,PROD-01,Expense,-19046.14,Raw material purchase - Production
TXN-000260,2023-01-09,1,1000,5000,10,CUST-NA,PROD-02,Expense,-34266.29,Raw material purchase - Production
TXN-000274,2023-01-09,1,1000,5000,10,CUST-NA,PROD-03,Expense,-1615.91,Raw material purchase - Production
TXN-000294,2023-01-09,1,1000,5000,10,CUST-NA,PROD-05,Expense,-621.22,Raw material purchase - Production
TXN-000359,2023-01-09,1,5000,5500,30,CUST-NA,PROD-NA,Expense,-7347.72,Payroll run - Marketing
TXN-000360,2023-01-09,1,5000,5500,30,CUST-NA,PROD-NA,Expense,-5529.82,Payroll run - Marketing
TXN-000363,2023-01-09,1,6000,5500,40,CUST-NA,PROD-NA,Expense,-12444.03,Payroll run - IT
TXN-000366,2023-01-09,1,7000,5500,40,CUST-NA,PROD-NA,Expense,-6457.23,Payroll run - HR
TXN-000381,2023-01-09,1,5000,5700,30,CUST-NA,PROD-NA,Expense,-2690.07,Marketing campaign spend - Marketing
TXN-000397,2023-01-09,1,5000,5800,30,CUST-NA,PROD-NA,Expense,-302.09,Travel expenses - Marketing
TXN-000418,2023-01-09,1,7000,6000,40,CUST-NA,PROD-NA,Expense,-1807.71,Consulting services - HR
TXN-000428,2023-01-09,1,1000,6200,10,CUST-NA,PROD-NA,Expense,-483.22,Other operating expense - Production
TXN-000439,2023-01-09,1,3000,6200,10,CUST-NA,PROD-NA,Expense,-1550.45,Other operating expense - Logistics
TXN-000451,2023-01-09,1,5000,6200,30,CUST-NA,PROD-NA,Expense,-655.26,Other operating expense - Marketing
TXN-000012,2023-01-10,1,4000,4000,20,CUST-013,PROD-01,Revenue,2845.27,Product revenue - CNC Mounting Frame X200
TXN-000015,2023-01-10,1,4000,4000,20,CUST-013,PROD-01,Revenue,6972.45,Product revenue - CNC Mounting Frame X200
TXN-000066,2023-01-10,1,4000,4000,20,CUST-023,PROD-03,Revenue,941.57,Product revenue - Automation Controller AC-500
TXN-000088,2023-01-10,1,4000,4000,20,CUST-020,PROD-03,Revenue,1985.76,Product revenue - Automation Controller AC-500
TXN-000126,2023-01-10,1,4000,4000,20,CUST-013,PROD-04,Revenue,1415.04,Product revenue - Robotic Arm Interface RAI-3
TXN-000132,2023-01-10,1,4000,4000,20,CUST-023,PROD-04,Revenue,1683.47,Product revenue - Robotic Arm Interface RAI-3
TXN-000141,2023-01-10,1,4000,4000,20,CUST-013,PROD-05,Revenue,5063.15,Product revenue - Spare Parts Kit Standard
TXN-000148,2023-01-10,1,4000,4000,20,CUST-017,PROD-05,Revenue,4937.0,Product revenue - Spare Parts Kit Standard
TXN-000162,2023-01-10,1,4000,4000,20,CUST-004,PROD-05,Revenue,546.77,Product revenue - Spare Parts Kit Standard
TXN-000168,2023-01-10,1,4000,4000,20,CUST-029,PROD-06,Revenue,1007.28,Product revenue - Spare Parts Kit Premium
TXN-000169,2023-01-10,1,4000,4000,20,CUST-004,PROD-06,Revenue,1844.88,Product revenue - Spare Parts Kit Premium
TXN-000185,2023-01-10,1,4000,4000,20,CUST-013,PROD-06,Revenue,2564.19,Product revenue - Spare Parts Kit Premium
TXN-000196,2023-01-10,1,4000,4000,20,CUST-004,PROD-06,Revenue,896.66,Product revenue - Spare Parts Kit Premium
TXN-000233,2023-01-10,1,4000,4100,20,CUST-004,PROD-08,Revenue,5397.21,Service revenue - Maintenance Contract Service
TXN-000290,2023-01-10,1,1000,5000,10,CUST-NA,PROD-04,Expense,-871.7,Raw material purchase - Production
TXN-000318,2023-01-10,1,1000,5000,10,CUST-NA,PROD-06,Expense,-688.83,Raw material purchase - Production
TXN-000358,2023-01-10,1,4000,5500,20,CUST-NA,PROD-NA,Expense,-18061.06,Payroll run - Sales
TXN-000364,2023-01-10,1,6000,5500,40,CUST-NA,PROD-NA,Expense,-8576.61,Payroll run - IT
TXN-000372,2023-01-10,1,6000,5600,40,CUST-NA,PROD-NA,Expense,-10532.9,Software / cloud subscription - IT
TXN-000411,2023-01-10,1,6000,6000,40,CUST-NA,PROD-NA,Expense,-456.69,Consulting services - IT
TXN-000413,2023-01-10,1,6000,6000,40,CUST-NA,PROD-NA,Expense,-965.05,Consulting services - IT
TXN-000414,2023-01-10,1,7000,6000,40,CUST-NA,PROD-NA,Expense,-926.22,Consulting services - HR
TXN-000432,2023-01-10,1,2000,6200,10,CUST-NA,PROD-NA,Expense,-534.48,Other operating expense - Procurement
TXN-000446,2023-01-10,1,4000,6200,20,CUST-NA,PROD-NA,Expense,-241.87,Other operating expense - Sales
TXN-000455,2023-01-10,1,6000,6200,40,CUST-NA,PROD-NA,Expense,-905.76,Other operating expense - IT
TXN-000461,2023-01-10,1,8000,6200,40,CUST-NA,PROD-NA,Expense,-1800.8,Other operating expense - Finance & Administration
TXN-000016,2023-01-11,1,4000,4000,20,CUST-005,PROD-01,Revenue,27405.45,Product revenue - CNC Mounting Frame X200
TXN-000027,2023-01-11,1,4000,4000,20,CUST-010,PROD-01,Revenue,2387.83,Product revenue - CNC Mounting Frame X200
TXN-000033,2023-01-11,1,4000,4000,20,CUST-007,PROD-02,Revenue,9041.61,Product revenue - Precision Gear Assembly G12
TXN-000073,2023-01-11,1,4000,4000,20,CUST-013,PROD-03,Revenue,2691.86,Product revenue - Automation Controller AC-500
TXN-000085,2023-01-11,1,4000,4000,20,CUST-022,PROD-03,Revenue,1852.39,Product revenue - Automation Controller AC-500
TXN-000106,2023-01-11,1,4000,4000,20,CUST-013,PROD-04,Revenue,5253.09,Product revenue - Robotic Arm Interface RAI-3
TXN-000108,2023-01-11,1,4000,4000,20,CUST-025,PROD-04,Revenue,2267.31,Product revenue - Robotic Arm Interface RAI-3
TXN-000143,2023-01-11,1,4000,4000,20,CUST-013,PROD-05,Revenue,1056.85,Product revenue - Spare Parts Kit Standard
TXN-000158,2023-01-11,1,4000,4000,20,CUST-003,PROD-05,Revenue,1055.85,Product revenue - Spare Parts Kit Standard
TXN-000167,2023-01-11,1,4000,4000,20,CUST-013,PROD-06,Revenue,948.34,Product revenue - Spare Parts Kit Premium
TXN-000176,2023-01-11,1,4000,4000,20,CUST-025,PROD-06,Revenue,1893.92,Product revenue - Spare Parts Kit Premium
TXN-000177,2023-01-11,1,4000,4000,20,CUST-015,PROD-06,Revenue,770.94,Product revenue - Spare Parts Kit Premium
TXN-000178,2023-01-11,1,4000,4000,20,CUST-026,PROD-06,Revenue,1327.6,Product revenue - Spare Parts Kit Premium
TXN-000179,2023-01-11,1,4000,4000,20,CUST-004,PROD-06,Revenue,412.68,Product revenue - Spare Parts Kit Premium
TXN-000189,2023-01-11,1,4000,4000,20,CUST-028,PROD-06,Revenue,647.8,Product revenue - Spare Parts Kit Premium
TXN-000211,2023-01-11,1,4000,4100,20,CUST-007,PROD-07,Revenue,12207.03,Service revenue - Installation & Commissioning
TXN-000225,2023-01-11,1,4000,4100,20,CUST-013,PROD-07,Revenue,7098.54,Service revenue - Installation & Commissioning
TXN-000228,2023-01-11,1,4000,4100,20,CUST-013,PROD-08,Revenue,4665.59,Service revenue - Maintenance Contract Service
TXN-000246,2023-01-11,1,4000,4100,20,CUST-027,PROD-08,Revenue,4361.48,Service revenue - Maintenance Contract Service
TXN-000262,2023-01-11,1,1000,5000,10,CUST-NA,PROD-02,Expense,-22516.49,Raw material purchase - Production
TXN-000271,2023-01-11,1,1000,5000,10,CUST-NA,PROD-03,Expense,-9931.91,Raw material purchase - Production
TXN-000284,2023-01-11,1,1000,5000,10,CUST-NA,PROD-04,Expense,-2959.49,Raw material purchase - Production
TXN-000298,2023-01-11,1,1000,5000,10,CUST-NA,PROD-05,Expense,-770.59,Raw material purchase - Production
TXN-000310,2023-01-11,1,1000,5000,10,CUST-NA,PROD-06,Expense,-3142.8,Raw material purchase - Production
TXN-000339,2023-01-11,1,1000,5300,10,CUST-NA,PROD-NA,Expense,-5460.81,Energy invoice - Production
TXN-000351,2023-01-11,1,1000,5500,10,CUST-NA,PROD-NA,Expense,-15606.89,Payroll run - Production
TXN-000354,2023-01-11,1,3000,5500,10,CUST-NA,PROD-NA,Expense,-13984.37,Payroll run - Logistics
TXN-000390,2023-01-11,1,4000,5800,20,CUST-NA,PROD-NA,Expense,-2020.63,Travel expenses - Sales
TXN-000427,2023-01-11,1,1000,6200,10,CUST-NA,PROD-NA,Expense,-1363.42,Other operating expense - Production
TXN-000437,2023-01-11,1,2000,6200,10,CUST-NA,PROD-NA,Expense,-558.28,Other operating expense - Procurement
TXN-000014,2023-01-12,1,4000,4000,20,CUST-010,PROD-01,Revenue,2476.26,Product revenue - CNC Mounting Frame X200
TXN-000032,2023-01-12,1,4000,4000,20,CUST-013,PROD-02,Revenue,10397.77,Product revenue - Precision Gear Assembly G12
TXN-000036,2023-01-12,1,4000,4000,20,CUST-012,PROD-02,Revenue,17468.62,Product revenue - Precision Gear Assembly G12
TXN-000056,2023-01-12,1,4000,4000,20,CUST-026,PROD-02,Revenue,12454.01,Product revenue - Precision Gear Assembly G12
TXN-000094,2023-01-12,1,4000,4000,20,CUST-016,PROD-03,Revenue,4144.65,Product revenue - Automation Controller AC-500
TXN-000102,2023-01-12,1,4000,4000,20,CUST-026,PROD-04,Revenue,3328.16,Product revenue - Robotic Arm Interface RAI-3
TXN-000172,2023-01-12,1,4000,4000,20,CUST-004,PROD-06,Revenue,506.12,Product revenue - Spare Parts Kit Premium
TXN-000174,2023-01-12,1,4000,4000,20,CUST-003,PROD-06,Revenue,1548.8,Product revenue - Spare Parts Kit Premium
TXN-000220,2023-01-12,1,4000,4100,20,CUST-031,PROD-07,Revenue,14458.16,Service revenue - Installation & Commissioning
TXN-000241,2023-01-12,1,4000,4100,20,CUST-013,PROD-08,Revenue,2524.88,Service revenue - Maintenance Contract Service
TXN-000242,2023-01-12,1,4000,4100,20,CUST-026,PROD-08,Revenue,8258.17,Service revenue - Maintenance Contract Service
TXN-000259,2023-01-12,1,1000,5000,10,CUST-NA,PROD-02,Expense,-13366.05,Raw material purchase - Production
TXN-000273,2023-01-12,1,1000,5000,10,CUST-NA,PROD-03,Expense,-4022.93,Raw material purchase - Production
TXN-000302,2023-01-12,1,1000,5000,10,CUST-NA,PROD-05,Expense,-2070.33,Raw material purchase - Production
TXN-000312,2023-01-12,1,1000,5000,10,CUST-NA,PROD-06,Expense,-3052.94,Raw material purchase - Production
TXN-000315,2023-01-12,1,1000,5000,10,CUST-NA,PROD-06,Expense,-1407.44,Raw material purchase - Production
TXN-000335,2023-01-12,1,3000,5200,10,CUST-NA,PROD-NA,Expense,-9177.08,Freight & warehousing - Logistics
TXN-000344,2023-01-12,1,3000,5300,10,CUST-NA,PROD-NA,Expense,-5302.07,Energy invoice - Logistics
TXN-000370,2023-01-12,1,6000,5600,40,CUST-NA,PROD-NA,Expense,-3491.61,Software / cloud subscription - IT
TXN-000377,2023-01-12,1,5000,5700,30,CUST-NA,PROD-NA,Expense,-5314.43,Marketing campaign spend - Marketing
TXN-000378,2023-01-12,1,5000,5700,30,CUST-NA,PROD-NA,Expense,-7790.62,Marketing campaign spend - Marketing
TXN-000042,2023-01-13,1,4000,4000,20,CUST-011,PROD-02,Revenue,14322.46,Product revenue - Precision Gear Assembly G12
TXN-000043,2023-01-13,1,4000,4000,20,CUST-004,PROD-02,Revenue,27452.83,Product revenue - Precision Gear Assembly G12
TXN-000054,2023-01-13,1,4000,4000,20,CUST-028,PROD-02,Revenue,4891.91,Product revenue - Precision Gear Assembly G12
TXN-000101,2023-01-13,1,4000,4000,20,CUST-003,PROD-04,Revenue,1784.48,Product revenue - Robotic Arm Interface RAI-3
